,image,title,rating,review,feature
0,"
 ",        Apple iPhone 15 Plus (128 GB) - Blue       , 4.6 ,"1,087 ratings",    Brand   Apple     Operating System   iOS     Memory Storage Capacity   128 GB     Screen Size   6.7 Inches     Model Name   iPhone 15 Plus    
 
